bibid,description,score,score_cat
(OCoLC)ocm64638225,"Loosely based on the director's childhood, this film portrays a precocious fifteen-year-old boy as he journeys from childhood to adulthood, his story of sexual maturation, and the unorthodox relationship he has with his free-spirited mother.",0.3325859,.25-.4999
(OCoLC)ocn881363152,"Explores the murder of gay eighth-grader Lawrence King who was shot and killed by his classmate Brandon McInerney in Oxnard, California in 2008.",0.3325826,.25-.4999
(CKB)2550000001017477,"In Queer Males in Contemporary Cinema: Becoming Visible, Kylo-Patrick R. Hart explores both latent and manifest representations of queer males in noteworthy cinema from the mid-20th to the early 21st century. Hart examines films pertaining to bisexual, gay, and transgender men, as well as transsexuals, transvestites, queer people with HIV/AIDS, queer teens, and others. Throughout, this book continually reminds readers that both mainstream and independent films communicate, reinforce, and perpetuate culturally pervasive notions of ""normalcy,"" ""deviance,"" and ""social otherness"" in ways that freq",0.33254057,.25-.4999
(OCoLC)ocn876466431,"""During a recent day-time television talk show a young woman was informed that her husband had offered her best friend 500 dollars to have sex with him. Needless to say, the young woman (the wife) became very angry and she (along with the talk-show host and most of the audience present) viewed this act as an egregious betrayal""--",0.33238783,.25-.4999
(OCoLC)842541499,"Riveting real-life television, Intervention explores the lives of people dependent on drugs, alcohol, or other destructive behaviors and the people who intervene to save them. This episode looks at Annie, whose eating disorders include both anorexia and bulimia. Afraid that she will die, her fiancé plans an intervention. Sexually molested at 16, Amy began using drugs and living in public parks with her boyfriend.",0.33229405,.25-.4999
(OCoLC)ocm48471487,"A careless thief and murderer has an affair with an American student. The handsome criminal, who is on the run from the law after stealing a car and killing a policeman, hides out in the student's Paris apartment. They spend their time dodging the police, making love and stealing cars to raise money for a trip to Italy. As the police net tightens, the criminal's bravado and desperation grow and the student commits the ultimate act of betrayal.",0.3321094,.25-.4999
(OCoLC)ocn747533558,"A former Shaolin follower, now working as a garbage man, recruits his brothers to form a soccer team who use their martial arts skills in an attempt to beat the opposition, Team Evil.",0.33175898,.25-.4999
(OCoLC)435671221,An exploration of the contested field of gay and lesbian sexuality and the law.,0.3315348,.25-.4999
(VaAlASP)3174439,Guide to gay friendly establishments in Northern California and Reno.,0.3313725,.25-.4999
(VaAlASP)3174435,Guide to gay friendly establishments in Northern California and Reno.,0.3313725,.25-.4999
(OCoLC)ocn222814986,"An exciting modern classic that rode off with four 1992 Academy Awards (TM), including Best Picture. Clint Eastwood and Morgan Freeman play retired outlaws who pick up their guns one last time to collect a bounty offered by the vengeful prostitutes of the remote Wyoming town of Big Whiskey.",0.33133474,.25-.4999
(VaAlASP)3237144,"Narrative of the recent difficulties in the Provincial Lunatic Asylum in Canada West. Dedicated to the Christian community, and to the presiding officers of lunatic asylums in Europe and America.",0.33063006,.25-.4999
(SVADB)1885,A lunatic farce about a hotel inhabited by loonies of every sort.,0.33048037,.25-.4999
(CKB)2560000000080853,"Giving voice to a population too rarely acknowledged, Sweet Tea collects more than sixty life stories from black gay men who were born, raised, and continue to live in the South. E. Patrick Johnson challenges stereotypes of the South as """"backward"""" or """"repressive"""" and offers a window into the ways black gay men negotiate their identities, build community, maintain friendship networks, and find sexual and life partners--often in spaces and activities that appear to be antigay. Ultimately, Sweet Tea validates the lives of these black gay men and reinforces the role of storytelling in both Afr",0.33035734,.25-.4999
(OCoLC)ocm34617732,"The tale of a North Carolina madam, Quee Purdy, a voluptuous widow in her sixties for whom love and sex are hot commodities in which she deals. She owns Quee's Palace, specializing in repairing broken hearts, alterations and massages.",0.33034748,.25-.4999
(OCoLC)ocn750290842,"A sensitive portrayal of life in a school for daughters of Prussian Army officers in Potsdam, 1913, and the tragic results of authoritarianism and repression. Considered a scandal when it was released, and subsequently banned by the Nazis (who forced its director into exile) and in the United States, this early German talkie deals with a rebellious schoolgirl who falls in love with a well-liked teacher and commits suicide when the teacher is punished for their lesbian relationship.",0.33019528,.25-.4999
(OCoLC)1129164091,"Lavender and the rest of the sixth-graders are on a camping trip to the Chiricahua wilderness, but the trip seems cursed from the start, and when a flash flood splits the group up Lavender finds herself lost, together with her former best friend Marisol, mean-girl Rachelle, and a boy John who has been behaving like a surly jerk since the start--they have only one pack of supplies and only the most basic wilderness knowledge, but if they are to survive they need to put their differences aside and work as a team or all that will be left of them are their sun-bleached bones.",0.3296787,.25-.4999
(OCoLC)ocm47103001,An alcoholic novelist meets a widowed hairdresser. He begins to wonder if she murdered her former husbands and if he'll be next.,0.32959583,.25-.4999
(OCoLC)ocm69244418,"Joe Buck moves to New York from Texas to make his fortune as a male prostitute. Instead, he's conned into partnering up with small-time huslter Ratso Rizzo. Living together on the edges of society, the two outcasts develop an unlikely bond that help them survive.",0.32940543,.25-.4999
(OCoLC)ocm43711817,"""Vincent Price stars as an obsessed doctor who discovers that fear manifests itself as a parasitic creature, which grows on the spinal cords of terrified people. If they scream, The Tingler can be destroyed. If they don't, it will sever the spinal column and kill them. He successfully isolates and removes The Tingler from a deaf-mute (Judith Evelyn) who has been scared to death by her devious husband. Once captured, the Tingler escapes and runs amok in a crowded movie theater. Terror is loose, but can it be stopped?""--Container.",0.32905316,.25-.4999
(VaAlASP)3161888,Resolution by the Student Homophile League and DOB.,0.32899654,.25-.4999
(UkLoDT)dtnid995,"One of Shakespeare's early comedies, The Comedy of Errors is a fast-paced farce exploring mistaken identities and relations lost and found. This Royal Shakespeare Company production, in association with Told by an Idiot was captured by Digital Theatre liv",0.32897088,.25-.4999
(OCoLC)1015967820,"""Spring. Yorkshire. Young farmer Johnny Saxby numbs his daily frustrations with binge drinking and casual sex, until the arrival of a Romanian migrant worker for lambing season ignites an intense relationship that sets Johnny on a new path""--Container.",0.3285764,.25-.4999
(OCoLC)959527633,"On his last day alive, soul superstar Marvin Gaye is depressed and paranoid. He's abandoned his latest tour and is holed up at his parents' house in Los Angeles, California. His excessive drug use escalates, and with it, the tension in the home. Soon, his lifelong power struggle with his father explodes in a violent climax as Gaye provokes his father into shooting him twice. We delve into Gaye's violent childhood to uncover the roots of his strained relationship with his strict father and to understand his struggle with drugs.",0.32852346,.25-.4999
(OCoLC)ocn845388353,Based on W. Somerset Maugham's classic novel of a young medical student's strange infatuation with a cheap and vulgar cockney waitress. The infatuation turns into a mutually destructive affair.,0.32831535,.25-.4999
(OCoLC)1083228344,"Ah Hock is an ordinary man of simple means. Born and raised in a Malaysian fishing village, he favors stability above all, a preference at odds with his rapidly modernizing surroundings. So what brings him to kill a man?",0.32814974,.25-.4999
(OCoLC)ocm76832270,"""It's the ultimate battle of the sexes when a wealthy heir (Henry Fonda) falls (literally!) for a con woman (Barbara Stanwyck) with a shady past.""",0.32800242,.25-.4999
(OCoLC)870312946,"Twenty-year-old Alyaa Elmahdy is undaunted by the death threats she receives from her fellow Egyptians. ""I don't care about your rules,"" she tells Islamists. The furor began when Alyaa posed nude on her blog to protest the assumption that men have the right to control her behavior and her body. In a country where most women wear headscarves and females who are arrested endure routine virginity tests, Alyaa's provocative act set off a national scandal that spread to the rest of the Arab world. The Egyptian media called her a whore who deserved to die, and while some Muslim women joined her in new protests, others denounced her. In this program, Alyaa Elmahdy talks about her life and why rebelliousness is so important to liberty. ""You can overthrow a government,"" she says, referring to the 2011 Egyptian Revolution, ""but changing a society is a lot harder.",0.32789978,.25-.4999
(YBPDDA)ebc5104675,"Judith was a peace activist in Israel, yet in graduate school she discovers that vilifying Israel is the expected norm. When Judith protests the hypocrisy she finds on campus, her life begins to unravel.",0.32763535,.25-.4999
(OCoLC)1130904918,"From Romeo and Juliet to Sleepless in Seattle, we think that love completes us. But the ancient Greeks thought this idea was the height of stupidity. Are relationships necessary for human flourishing? Are we really built to be together forever? Or should we seek radical new forms of love? The Panel of Screw the Fairytale author Helen Croydon, UCL anthropologist Kit Opie, and psychologist Susan Quilliam imagine new models for relationships.",0.3275888,.25-.4999
